Sale Date,Reciept Id,Customer ID,Customer First Name,Customer Surname,Staff ID,Staff First Name,Staff Surname,Staff office,Office Location,Reciept Transaction Row ID,Item ID,Item Description,Item Quantity,Item Price,Row Total
9/01/2021,60004,C41,Kate,Gonzalez,N104,Bailey,Hill,1,Newcastle,7,25,Drill Bit 8 mm,8,3.75,30
9/01/2021,60004,C41,Kate,Gonzalez,N104,Bailey,Hill,1,Newcastle,5,27,Drill Bit 10 mm,9,4,36
9/01/2021,60005,C46,Jessica,Flores,N104,Bailey,Hill,1,Newcastle,8,3,Axe,10,18.95,189.5
9/01/2021,60005,C46,Jessica,Flores,N104,Bailey,Hill,1,Newcastle,1,4,Box of Nails,10,10.95,109.5
9/01/2021,60005,C46,Jessica,Flores,N104,Bailey,Hill,1,Newcastle,4,4,Box of Nails,2,10.95,21.9
9/01/2021,60005,C46,Jessica,Flores,N104,Bailey,Hill,1,Newcastle,2,7,Mitre Saw,7,15,105
9/01/2021,60005,C46,Jessica,Flores,N104,Bailey,Hill,1,Newcastle,5,9,Box of Screws,3,12.5,37.5
9/01/2021,60005,C46,Jessica,Flores,N104,Bailey,Hill,1,Newcastle,6,11,Grinder,4,69.9,279.6
9/01/2021,60005,C46,Jessica,Flores,N104,Bailey,Hill,1,Newcastle,3,20,Drill Bit 3 mm,1,3,3
9/01/2021,60005,C46,Jessica,Flores,N104,Bailey,Hill,1,Newcastle,7,25,Drill Bit 8 mm,9,3.75,33.75
14/01/2021,60006,C16,Lily,Robinson,N104,Bailey,Hill,1,Newcastle,2,21,Drill Bit 4 mm,2,3.25,6.5
14/01/2021,60006,C16,Lily,Robinson,N104,Bailey,Hill,1,Newcastle,1,25,Drill Bit 8 mm,1,3.75,3.75
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,2,4,Box of Nails,1,10.95,10.95
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,9,9,Box of Screws,8,12.5,100
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,6,10,Cordless Drill Kit,9,149.9,1349.1
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,5,17,Punch,4,12,48
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,10,20,Drill Bit 3 mm,10,3,30
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,1,21,Drill Bit 4 mm,8,3.25,26
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,8,23,Drill Bit 6 mm,10,3.5,35
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,3,24,Drill Bit 7 mm,10,3.5,35
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,4,25,Drill Bit 8 mm,8,3.75,30
14/01/2021,60007,C29,Kayla,Ward,N104,Bailey,Hill,1,Newcastle,7,26,Drill Bit 9 mm,7,3.75,26.25
22/01/2021,60008,C3,Audrey,Gutierrez,N104,Bailey,Hill,1,Newcastle,2,3,Axe,6,18.95,113.7
22/01/2021,60008,C3,Audrey,Gutierrez,N104,Bailey,Hill,1,Newcastle,1,9,Box of Screws,1,12.5,12.5
24/01/2021,60009,C32,Abigail,Walker,N104,Bailey,Hill,1,Newcastle,4,8,Hacksaw,5,9.5,47.5
24/01/2021,60009,C32,Abigail,Walker,N104,Bailey,Hill,1,Newcastle,3,12,Glue,4,3.95,15.8
24/01/2021,60009,C32,Abigail,Walker,N104,Bailey,Hill,1,Newcastle,2,13,Ruler,6,21.9,131.4
24/01/2021,60009,C32,Abigail,Walker,N104,Bailey,Hill,1,Newcastle,1,15,Picture Hook,1,8.95,8.95
24/01/2021,60009,C32,Abigail,Walker,N104,Bailey,Hill,1,Newcastle,5,15,Picture Hook,6,8.95,53.7
24/01/2021,60009,C32,Abigail,Walker,N104,Bailey,Hill,1,Newcastle,6,23,Drill Bit 6 mm,10,3.5,35
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,3,2,Screwdriver Set,8,45,360
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,6,3,Axe,3,18.95,56.85
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,1,9,Box of Screws,7,12.5,87.5
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,4,9,Box of Screws,10,12.5,125
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,9,9,Box of Screws,10,12.5,125
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,2,10,Cordless Drill Kit,10,149.9,1499
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,5,11,Grinder,5,69.9,349.5
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,7,11,Grinder,4,69.9,279.6
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,10,28,Drill Driver Phillips head,1,4.45,4.45
24/01/2021,60010,C57,Alexander,Fisher,N104,Bailey,Hill,1,Newcastle,8,29,Drill Driver Flat Head,1,4.45,4.45
25/01/2021,60011,C54,Tiffany,Taylor,N104,Bailey,Hill,1,Newcastle,1,15,Picture Hook,1,8.95,8.95
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,3,3,Axe,7,18.95,132.65
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,4,3,Axe,5,18.95,94.75
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,8,7,Mitre Saw,9,15,135
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,7,10,Cordless Drill Kit,4,149.9,599.6
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,1,11,Grinder,1,69.9,69.9
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,5,11,Grinder,7,69.9,489.3
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,6,11,Grinder,7,69.9,489.3
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,9,20,Drill Bit 3 mm,7,3,21
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,10,23,Drill Bit 6 mm,10,3.5,35
31/01/2020,60012,C15,Jason,Davis,N120,Steve,Hall,1,Newcastle,2,24,Drill Bit 7 mm,6,3.5,21
11/02/2020,60013,C30,Steve,Cruz,N120,Steve,Hall,1,Newcastle,5,3,Axe,1,18.95,18.95
11/02/2020,60013,C30,Steve,Cruz,N120,Steve,Hall,1,Newcastle,2,11,Grinder,9,69.9,629.1
11/02/2020,60013,C30,Steve,Cruz,N120,Steve,Hall,1,Newcastle,4,25,Drill Bit 8 mm,1,3.75,3.75
11/02/2020,60013,C30,Steve,Cruz,N120,Steve,Hall,1,Newcastle,1,28,Drill Driver Phillips head,4,4.45,17.8
11/02/2020,60013,C30,Steve,Cruz,N120,Steve,Hall,1,Newcastle,3,30,Drill Driver Hex head,5,4.45,22.25
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,3,3,Axe,5,18.95,94.75
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,7,7,Mitre Saw,10,15,150
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,8,13,Ruler,6,21.9,131.4
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,1,22,Drill Bit 5 mm,5,3.25,16.25
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,2,22,Drill Bit 5 mm,10,3.25,32.5
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,5,22,Drill Bit 5 mm,3,3.25,9.75
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,6,24,Drill Bit 7 mm,2,3.5,7
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,9,25,Drill Bit 8 mm,2,3.75,7.5
11/02/2020,60014,C60,Steven,Thomas,N120,Steve,Hall,1,Newcastle,4,28,Drill Driver Phillips head,6,4.45,26.7
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,4,1,Hammer,4,25,100
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,9,2,Screwdriver Set,5,45,225
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,10,2,Screwdriver Set,8,45,360
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,5,5,Tape Measure,5,8.95,44.75
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,8,5,Tape Measure,4,8.95,35.8
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,6,9,Box of Screws,7,12.5,87.5
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,1,22,Drill Bit 5 mm,1,3.25,3.25
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,2,25,Drill Bit 8 mm,6,3.75,22.5
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,7,25,Drill Bit 8 mm,4,3.75,15
18/02/2020,60015,C25,Will,Stewart,N120,Steve,Hall,1,Newcastle,3,26,Drill Bit 9 mm,7,3.75,26.25
23/02/2020,60016,C35,Catherine,Gutierrez,N120,Steve,Hall,1,Newcastle,1,8,Hacksaw,6,9.5,57
24/02/2020,60017,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,3,4,Box of Nails,6,10.95,65.7
24/02/2020,60017,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,4,5,Tape Measure,9,8.95,80.55
24/02/2020,60017,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,6,17,Punch,4,12,48
24/02/2020,60017,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,2,20,Drill Bit 3 mm,1,3,3
24/02/2020,60017,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,1,21,Drill Bit 4 mm,2,3.25,6.5
24/02/2020,60017,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,7,21,Drill Bit 4 mm,6,3.25,19.5
24/02/2020,60017,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,5,23,Drill Bit 6 mm,5,3.5,17.5
24/02/2020,60017,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,8,24,Drill Bit 7 mm,6,3.5,21
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,2,7,Mitre Saw,2,15,30
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,5,8,Hacksaw,10,9.5,95
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,6,15,Picture Hook,6,8.95,53.7
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,8,15,Picture Hook,7,8.95,62.65
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,1,16,Socket Set,3,79.95,239.85
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,9,19,Drill Bit 2 mm,2,3,6
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,3,25,Drill Bit 8 mm,3,3.75,11.25
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,7,25,Drill Bit 8 mm,4,3.75,15
27/02/2020,60018,C19,Christian,Nelson,N120,Steve,Hall,1,Newcastle,4,29,Drill Driver Flat Head,3,4.45,13.35
28/02/2020,60019,C47,Olivia,King,N120,Steve,Hall,1,Newcastle,8,4,Box of Nails,2,10.95,21.9
28/02/2020,60019,C47,Olivia,King,N120,Steve,Hall,1,Newcastle,4,9,Box of Screws,5,12.5,62.5
28/02/2020,60019,C47,Olivia,King,N120,Steve,Hall,1,Newcastle,7,10,Cordless Drill Kit,7,149.9,1049.3
28/02/2020,60019,C47,Olivia,King,N120,Steve,Hall,1,Newcastle,2,11,Grinder,4,69.9,279.6
28/02/2020,60019,C47,Olivia,King,N120,Steve,Hall,1,Newcastle,3,11,Grinder,3,69.9,209.7
28/02/2020,60019,C47,Olivia,King,N120,Steve,Hall,1,Newcastle,1,19,Drill Bit 2 mm,4,3,12
28/02/2020,60019,C47,Olivia,King,N120,Steve,Hall,1,Newcastle,5,20,Drill Bit 3 mm,2,3,6
28/02/2020,60019,C47,Olivia,King,N120,Steve,Hall,1,Newcastle,6,29,Drill Driver Flat Head,1,4.45,4.45
6/03/2020,60020,C52,Luke,Young,N120,Steve,Hall,1,Newcastle,2,14,Square,1,25.5,25.5
6/03/2020,60020,C52,Luke,Young,N120,Steve,Hall,1,Newcastle,1,26,Drill Bit 9 mm,4,3.75,15
12/03/2020,60021,C5,Cody,Cox,N120,Steve,Hall,1,Newcastle,1,9,Box of Screws,5,12.5,62.5
12/03/2020,60022,C23,Ian,Anderson,N120,Steve,Hall,1,Newcastle,1,1,Hammer,6,25,150
12/03/2020,60022,C23,Ian,Anderson,N120,Steve,Hall,1,Newcastle,2,20,Drill Bit 3 mm,7,3,21
16/03/2020,60023,C22,Paul,Brooks,N120,Steve,Hall,1,Newcastle,3,3,Axe,7,18.95,132.65
16/03/2020,60023,C22,Paul,Brooks,N120,Steve,Hall,1,Newcastle,2,11,Grinder,4,69.9,279.6
16/03/2020,60023,C22,Paul,Brooks,N120,Steve,Hall,1,Newcastle,4,14,Square,4,25.5,102
16/03/2020,60023,C22,Paul,Brooks,N120,Steve,Hall,1,Newcastle,1,24,Drill Bit 7 mm,10,3.5,35
16/03/2020,60023,C22,Paul,Brooks,N120,Steve,Hall,1,Newcastle,6,24,Drill Bit 7 mm,3,3.5,10.5
16/03/2020,60023,C22,Paul,Brooks,N120,Steve,Hall,1,Newcastle,5,25,Drill Bit 8 mm,9,3.75,33.75
20/03/2020,60024,C9,Amber,Edwards,N120,Steve,Hall,1,Newcastle,3,2,Screwdriver Set,10,45,450
20/03/2020,60024,C9,Amber,Edwards,N120,Steve,Hall,1,Newcastle,4,4,Box of Nails,9,10.95,98.55
20/03/2020,60024,C9,Amber,Edwards,N120,Steve,Hall,1,Newcastle,6,4,Box of Nails,7,10.95,76.65
20/03/2020,60024,C9,Amber,Edwards,N120,Steve,Hall,1,Newcastle,1,14,Square,6,25.5,153
20/03/2020,60024,C9,Amber,Edwards,N120,Steve,Hall,1,Newcastle,7,15,Picture Hook,7,8.95,62.65
20/03/2020,60024,C9,Amber,Edwards,N120,Steve,Hall,1,Newcastle,2,17,Punch,9,12,108
20/03/2020,60024,C9,Amber,Edwards,N120,Steve,Hall,1,Newcastle,5,24,Drill Bit 7 mm,1,3.5,3.5
21/03/2020,60025,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,2,11,Grinder,7,69.9,489.3
21/03/2020,60025,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,3,17,Punch,6,12,72
21/03/2020,60025,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,1,25,Drill Bit 8 mm,4,3.75,15
24/03/2020,60026,C17,Mark,Kelly,N120,Steve,Hall,1,Newcastle,3,5,Tape Measure,10,8.95,89.5
24/03/2020,60026,C17,Mark,Kelly,N120,Steve,Hall,1,Newcastle,1,8,Hacksaw,3,9.5,28.5
24/03/2020,60026,C17,Mark,Kelly,N120,Steve,Hall,1,Newcastle,2,22,Drill Bit 5 mm,2,3.25,6.5
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,1,8,Hacksaw,7,9.5,66.5
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,10,8,Hacksaw,3,9.5,28.5
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,2,9,Box of Screws,4,12.5,50
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,6,10,Cordless Drill Kit,8,149.9,1199.2
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,8,12,Glue,4,3.95,15.8
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,5,14,Square,4,25.5,102
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,9,17,Punch,8,12,96
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,7,22,Drill Bit 5 mm,5,3.25,16.25
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,4,23,Drill Bit 6 mm,3,3.5,10.5
25/03/2020,60027,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,3,28,Drill Driver Phillips head,8,4.45,35.6
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,2,2,Screwdriver Set,8,45,360
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,4,3,Axe,1,18.95,18.95
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,5,3,Axe,4,18.95,75.8
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,1,7,Mitre Saw,2,15,30
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,3,16,Socket Set,5,79.95,399.75
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,8,16,Socket Set,1,79.95,79.95
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,7,21,Drill Bit 4 mm,8,3.25,26
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,9,23,Drill Bit 6 mm,8,3.5,28
27/03/2020,60028,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,6,27,Drill Bit 10 mm,3,4,12
30/03/2020,60029,C54,Tiffany,Taylor,N120,Steve,Hall,1,Newcastle,8,8,Hacksaw,6,9.5,57
30/03/2020,60029,C54,Tiffany,Taylor,N120,Steve,Hall,1,Newcastle,5,11,Grinder,4,69.9,279.6
30/03/2020,60029,C54,Tiffany,Taylor,N120,Steve,Hall,1,Newcastle,7,19,Drill Bit 2 mm,2,3,6
30/03/2020,60029,C54,Tiffany,Taylor,N120,Steve,Hall,1,Newcastle,1,23,Drill Bit 6 mm,9,3.5,31.5
30/03/2020,60029,C54,Tiffany,Taylor,N120,Steve,Hall,1,Newcastle,2,24,Drill Bit 7 mm,2,3.5,7
30/03/2020,60029,C54,Tiffany,Taylor,N120,Steve,Hall,1,Newcastle,4,25,Drill Bit 8 mm,10,3.75,37.5
30/03/2020,60029,C54,Tiffany,Taylor,N120,Steve,Hall,1,Newcastle,3,26,Drill Bit 9 mm,3,3.75,11.25
30/03/2020,60029,C54,Tiffany,Taylor,N120,Steve,Hall,1,Newcastle,6,29,Drill Driver Flat Head,4,4.45,17.8
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,3,3,Axe,6,18.95,113.7
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,5,7,Mitre Saw,1,15,15
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,10,7,Mitre Saw,4,15,60
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,2,8,Hacksaw,2,9.5,19
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,6,12,Glue,7,3.95,27.65
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,1,14,Square,2,25.5,51
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,4,15,Picture Hook,1,8.95,8.95
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,7,15,Picture Hook,2,8.95,17.9
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,9,21,Drill Bit 4 mm,10,3.25,32.5
3/04/2020,60030,C36,Joe,Carter,N120,Steve,Hall,1,Newcastle,8,22,Drill Bit 5 mm,8,3.25,26
5/04/2020,60031,C7,Mason,Collins,N120,Steve,Hall,1,Newcastle,3,1,Hammer,8,25,200
5/04/2020,60031,C7,Mason,Collins,N120,Steve,Hall,1,Newcastle,5,4,Box of Nails,10,10.95,109.5
5/04/2020,60031,C7,Mason,Collins,N120,Steve,Hall,1,Newcastle,1,8,Hacksaw,7,9.5,66.5
5/04/2020,60031,C7,Mason,Collins,N120,Steve,Hall,1,Newcastle,2,10,Cordless Drill Kit,10,149.9,1499
5/04/2020,60031,C7,Mason,Collins,N120,Steve,Hall,1,Newcastle,4,30,Drill Driver Hex head,9,4.45,40.05
5/04/2020,60032,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,2,27,Drill Bit 10 mm,2,4,8
5/04/2020,60032,C40,Kelly,Bell,N120,Steve,Hall,1,Newcastle,1,28,Drill Driver Phillips head,6,4.45,26.7
5/04/2020,60033,C55,Kaitlyn,Jackson,N120,Steve,Hall,1,Newcastle,2,13,Ruler,10,21.9,219
5/04/2020,60033,C55,Kaitlyn,Jackson,N120,Steve,Hall,1,Newcastle,1,26,Drill Bit 9 mm,8,3.75,30
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,1,1,Hammer,10,25,250
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,6,1,Hammer,6,25,150
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,4,7,Mitre Saw,8,15,120
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,2,9,Box of Screws,8,12.5,100
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,5,12,Glue,1,3.95,3.95
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,9,12,Glue,6,3.95,23.7
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,10,12,Glue,6,3.95,23.7
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,3,20,Drill Bit 3 mm,7,3,21
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,7,27,Drill Bit 10 mm,7,4,28
8/04/2020,60034,C13,Paige,Sanchez,N120,Steve,Hall,1,Newcastle,8,27,Drill Bit 10 mm,5,4,20
9/04/2020,60035,C14,Zoe,Peterson,N120,Steve,Hall,1,Newcastle,1,12,Glue,4,3.95,15.8
9/04/2020,60035,C14,Zoe,Peterson,N120,Steve,Hall,1,Newcastle,2,14,Square,10,25.5,255
9/04/2020,60035,C14,Zoe,Peterson,N120,Steve,Hall,1,Newcastle,3,23,Drill Bit 6 mm,4,3.5,14
14/04/2020,60036,C27,Allison,Smith,N120,Steve,Hall,1,Newcastle,2,3,Axe,4,18.95,75.8
14/04/2020,60036,C27,Allison,Smith,N120,Steve,Hall,1,Newcastle,6,7,Mitre Saw,9,15,135
14/04/2020,60036,C27,Allison,Smith,N120,Steve,Hall,1,Newcastle,3,22,Drill Bit 5 mm,3,3.25,9.75
14/04/2020,60036,C27,Allison,Smith,N120,Steve,Hall,1,Newcastle,1,26,Drill Bit 9 mm,1,3.75,3.75
14/04/2020,60036,C27,Allison,Smith,N120,Steve,Hall,1,Newcastle,5,26,Drill Bit 9 mm,1,3.75,3.75
14/04/2020,60036,C27,Allison,Smith,N120,Steve,Hall,1,Newcastle,4,27,Drill Bit 10 mm,7,4,28
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,6,1,Hammer,2,25,50
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,4,9,Box of Screws,5,12.5,62.5
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,10,10,Cordless Drill Kit,4,149.9,599.6
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,1,16,Socket Set,3,79.95,239.85
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,2,17,Punch,1,12,12
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,9,19,Drill Bit 2 mm,9,3,27
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,8,20,Drill Bit 3 mm,9,3,27
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,5,23,Drill Bit 6 mm,3,3.5,10.5
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,7,27,Drill Bit 10 mm,4,4,16
16/04/2020,60037,C50,Noah,Williams,N120,Steve,Hall,1,Newcastle,3,29,Drill Driver Flat Head,7,4.45,31.15
19/04/2020,60038,C46,Jessica,Flores,N120,Steve,Hall,1,Newcastle,7,5,Tape Measure,5,8.95,44.75
19/04/2020,60038,C46,Jessica,Flores,N120,Steve,Hall,1,Newcastle,1,12,Glue,1,3.95,3.95
19/04/2020,60038,C46,Jessica,Flores,N120,Steve,Hall,1,Newcastle,6,13,Ruler,5,21.9,109.5
